slug,collegeName,highConfidenceAreas,mediumConfidenceAreas,lowConfidenceAreas,writeAreas,matchedCount,writeCount,sourceUrl,writeStatus
canisius-university,Canisius University,Accounting|Art|Biology|Business|Business Analytics|Computer Science|Cybersecurity|Data Analytics|Economics|Education|Engineering|English|Exercise Science|Finance|History|Management|Marketing|Mathematics|Music|Psychology|Sociology|Sport Management,Art History|Biochemistry|Chemistry|Criminal Justice|Data Science|Digital Media|Environmental Science|International Relations|Journalism|Neuroscience|Nursing|Philosophy|Political Science|Pre-Law|Social Work,Agriculture|Architecture|Communications|Literature|Statistics,Accounting|Art|Biology|Business|Business Analytics|Computer Science|Cybersecurity|Data Analytics|Economics|Education|Engineering|English|Exercise Science|Finance|History|Management|Marketing|Mathematics|Music|Psychology|Sociology|Sport Management|Art History|Biochemistry|Chemistry|Criminal Justice|Data Science|Digital Media|Environmental Science|International Relations|Journalism|Neuroscience|Nursing|Philosophy|Political Science|Pre-Law|Social Work,42,37,https://www.canisius.edu/programs,DRY_RUN
capital-university,Capital University,Art|Education,Athletic Training|Biochemistry|Business|Chemistry|Computer Science|Economics|English|Environmental Science|History|Mathematics|Music|Nursing|Philosophy|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Public Relations|Religion|Social Work|Sociology,Occupational Therapy|Physical Therapy,Art|Education|Athletic Training|Biochemistry|Business|Chemistry|Computer Science|Economics|English|Environmental Science|History|Mathematics|Music|Nursing|Philosophy|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Public Relations|Religion|Social Work|Sociology,26,24,https://www.capital.edu/academics,DRY_RUN
carleton-college,Carleton College,,Art|Art History|Education|History|Music|Statistics,Biochemistry|Biology|Chemistry|Computer Science|Data Science|Economics|Engineering|International Relations|Mathematics|Media Studies|Neuroscience|Philosophy|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Sociology|Theater,Art|Art History|Education|History|Music|Statistics,25,6,https://www.carleton.edu/academics,DRY_RUN
carlow-university,Carlow University,Accounting|Art|Biology|Business|Criminal Justice|Data Analytics|Education|English|Health Sciences|History|Management|Neuroscience|Nursing|Occupational Therapy|Psychology|Social Work,Art History|Business Analytics|Chemistry|Communications|Computer Science|Cybersecurity|Digital Media|Economics|Environmental Science|Exercise Science|Information Technology|Marketing|Mathematics|Philosophy|Physical Therapy|Pre-Law|Pre-Physical Therapy|Respiratory Therapy|Sports Management,Graphic Design|Human Resources,Accounting|Art|Biology|Business|Criminal Justice|Data Analytics|Education|English|Health Sciences|History|Management|Neuroscience|Nursing|Occupational Therapy|Psychology|Social Work|Art History|Business Analytics|Chemistry|Communications|Computer Science|Cybersecurity|Digital Media|Economics|Environmental Science|Exercise Science|Information Technology|Marketing|Mathematics|Philosophy|Physical Therapy|Pre-Law|Pre-Physical Therapy|Respiratory Therapy|Sports Management,37,35,https://www.carlow.edu/academics,DRY_RUN
carroll-university-wisconsin,Carroll University (Wisconsin),Business|Education|Health Sciences|Nursing,Biology|Engineering|Exercise Science|Human Services|Physical Therapy|Psychology,,Business|Education|Health Sciences|Nursing|Biology|Engineering|Exercise Science|Human Services|Physical Therapy|Psychology,10,10,https://www.carrollu.edu/academics,DRY_RUN
carson-newman-university,Carson-Newman University,Business|Education|Nursing,Information Technology|Marketing,Communications,Business|Education|Nursing|Information Technology|Marketing,6,5,https://www.cn.edu/academics/programs,DRY_RUN
carthage-college,Carthage College,,Athletic Training|Business|Education|Engineering|Management|Music|Nursing|Sports Management,,Athletic Training|Business|Education|Engineering|Management|Music|Nursing|Sports Management,8,8,https://www.carthage.edu/academics,DRY_RUN
case-western-reserve-university,Case Western Reserve University,Education|Engineering|Management|Nursing|Social Work,Music|Psychology,Biomedical Engineering|Computer Science|Mathematics,Education|Engineering|Management|Nursing|Social Work|Music|Psychology,10,7,https://www.case.edu/academics,DRY_RUN
catawba-college,Catawba College,,Business|Exercise Science|Pre-Med,,Business|Exercise Science|Pre-Med,3,3,https://www.catawba.edu/academics,DRY_RUN
catholic-university,Catholic University,,Architecture|Business|Engineering|Nursing|Philosophy|Social Work|Visual Arts,,Architecture|Business|Engineering|Nursing|Philosophy|Social Work|Visual Arts,7,7,https://www.catholic.edu/academics,DRY_RUN
centenary-college-louisiana,Centenary College (Louisiana),Art|Business|History|Management|Music,Accounting|Art History|Biochemistry|Biology|Chemistry|Education|Health Sciences|Kinesiology|Mathematics|Neuroscience|Nursing|Public Health,Computer Science|Economics|Engineering|Philosophy|Physics|Political Science|Pre-Dentistry|Pre-Law|Pre-Nursing|Pre-Pharmacy|Pre-Veterinary Medicine|Psychology|Sociology|Sport Management,Art|Business|History|Management|Music|Accounting|Art History|Biochemistry|Biology|Chemistry|Education|Health Sciences|Kinesiology|Mathematics|Neuroscience|Nursing|Public Health,31,17,https://www.centenary.edu/majors,DRY_RUN
centenary-university-new-jersey,Centenary University (New Jersey),Business|Education,Entrepreneurship|Human Resources|Statistics,Communications|Finance,Business|Education|Entrepreneurship|Human Resources|Statistics,7,5,https://www.centenaryuniversity.edu/degrees,DRY_RUN
central-college-iowa,Central College (Iowa),Athletic Training|Business|Data Science|Education|Management,Accounting|Actuarial Science|Art|Biochemistry|Biology|Business Analytics|Chemistry|Communications|Computer Science|Criminal Justice|Economics|Engineering|English|Entrepreneurship|Environmental Science|Exercise Science|Finance|History|Information Systems|International Business|Marketing|Music|Nursing|Occupational Therapy|Philosophy|Physics|Political Science|Psychology|Public Health|Strength & Conditioning,Kinesiology|Mathematics|Physical Therapy|Sociology|Sports Management,Athletic Training|Business|Data Science|Education|Management|Accounting|Actuarial Science|Art|Biochemistry|Biology|Business Analytics|Chemistry|Communications|Computer Science|Criminal Justice|Economics|Engineering|English|Entrepreneurship|Environmental Science|Exercise Science|Finance|History|Information Systems|International Business|Marketing|Music|Nursing|Occupational Therapy|Philosophy|Physics|Political Science|Psychology|Public Health|Strength & Conditioning,40,35,https://www.central.edu/academics,DRY_RUN
central-connecticut-state-university,Central Connecticut State University,Accounting|Art|Biochemistry|Biology|Business|Chemistry|Computer Science|Construction Management|Criminal Justice|Cybersecurity|Data Science|Economics|Education|Engineering|English|Exercise Science|Finance|History|Information Systems|Information Technology|Journalism|Language Arts|Management|Marketing|Mathematics|Media Studies|Music|Nursing|Philosophy|Physics|Political Science|Social Work|Sociology|Software Engineering|Statistics,Actuarial Science|Art History|Athletic Training|Business Analytics|Civil Engineering|Computer Engineering|Electrical Engineering|Entrepreneurship|Hospitality|Mechanical Engineering|Psychology|Public Relations|Supply Chain & Logistics,,Accounting|Art|Biochemistry|Biology|Business|Chemistry|Computer Science|Construction Management|Criminal Justice|Cybersecurity|Data Science|Economics|Education|Engineering|English|Exercise Science|Finance|History|Information Systems|Information Technology|Journalism|Language Arts|Management|Marketing|Mathematics|Media Studies|Music|Nursing|Philosophy|Physics|Political Science|Social Work|Sociology|Software Engineering|Statistics|Actuarial Science|Art History|Athletic Training|Business Analytics|Civil Engineering|Computer Engineering|Electrical Engineering|Entrepreneurship|Hospitality|Mechanical Engineering|Psychology|Public Relations|Supply Chain & Logistics,48,48,https://www.ccsu.edu/programs,DRY_RUN
central-michigan-university,Central Michigan University,,Education|Engineering|Public Relations,Emergency Management|Human Resources|Political Science,Education|Engineering|Public Relations,6,3,https://www.cmich.edu,DRY_RUN
centre-college,Centre College,Art|Biology|Engineering|History|Physics|Sociology,Art History|Biochemistry|Business|Chemistry|Computer Science|Data Science|Economics|Education|English|Film Studies|Finance|Marketing|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Pre-Dentistry|Pre-Law|Pre-Med|Pre-Nursing|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Religion|Social Work|Statistics,,Art|Biology|Engineering|History|Physics|Sociology|Art History|Biochemistry|Business|Chemistry|Computer Science|Data Science|Economics|Education|English|Film Studies|Finance|Marketing|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Pre-Dentistry|Pre-Law|Pre-Med|Pre-Nursing|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Religion|Social Work|Statistics,34,34,https://www.centre.edu/majors,DRY_RUN
chapman-university,Chapman University,Art|Business|Economics|Education|Engineering|History,Accounting|Computer Engineering|Computer Science|Electrical Engineering|English|Media Studies|Music|Performing Arts|Psychology,Art History|Biochemistry|Biology|Chemistry|Data Science|Entrepreneurship|Environmental Science|Graphic Design|Health Sciences|Journalism|Mathematics|Philosophy|Physical Therapy|Physics|Political Science|Public Relations|Sociology|Software Engineering,Art|Business|Economics|Education|Engineering|History|Accounting|Computer Engineering|Computer Science|Electrical Engineering|English|Media Studies|Music|Performing Arts|Psychology,33,15,https://www.chapman.edu/academics,DRY_RUN
charleston-southern-university,Charleston Southern University,Business,Accounting|Art|Athletic Training|Biochemistry|Biology|Chemistry|Computer Science|Criminal Justice|Cybersecurity|Education|Engineering|English|Entrepreneurship|Graphic Design|Health Sciences|History|Hospitality|Human Resources|Journalism|Kinesiology|Management|Marketing|Mathematics|Music|Nursing|Philosophy|Physics|Psychology|Public Relations|Sociology,Business Analytics|Information Technology|Performing Arts|Physical Therapy|Political Science|Pre-Law|Public Health|Sport Management,Business|Accounting|Art|Athletic Training|Biochemistry|Biology|Chemistry|Computer Science|Criminal Justice|Cybersecurity|Education|Engineering|English|Entrepreneurship|Graphic Design|Health Sciences|History|Hospitality|Human Resources|Journalism|Kinesiology|Management|Marketing|Mathematics|Music|Nursing|Philosophy|Physics|Psychology|Public Relations|Sociology,39,31,https://www.charlestonsouthern.edu/academics,DRY_RUN
chatham-university,Chatham University,,Business|Chemistry|Exercise Science|Health Sciences,,Business|Chemistry|Exercise Science|Health Sciences,4,4,https://www.chatham.edu/academics,DRY_RUN
christopher-newport-university,Christopher Newport University,Art|Business|Engineering|Philosophy,Accounting|Computer Science|History|Mathematics|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Religion|Social Work|Sociology,Art History|Biochemistry|Biology|Chemistry|Computer Engineering|Cybersecurity|Data Analytics|Data Science|Economics|Electrical Engineering|Environmental Science|Film Studies|Finance|Forensic Science|Graphic Design|Journalism|Kinesiology|Literature|Neuroscience|Nursing,Art|Business|Engineering|Philosophy|Accounting|Computer Science|History|Mathematics|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Religion|Social Work|Sociology,36,16,https://www.cnu.edu/majors,DRY_RUN
claremont-mckenna-harvey-mudd-scripps-colleges,Claremont McKenna-Harvey Mudd-Scripps Colleges,Business|Education|History,Economics|Entrepreneurship|Finance|Literature|Philosophy,,Business|Education|History|Economics|Entrepreneurship|Finance|Literature|Philosophy,8,8,https://www.claremontmckenna.edu/academics,DRY_RUN
clarkson-university,Clarkson University,Business|Education,Art|Engineering,Chemistry|Human Resources|Information Technology,Business|Education|Art|Engineering,7,4,https://www.clarkson.edu/academics,DRY_RUN
clemson-university,Clemson University,Agriculture|Art|Education,Architecture|Biomedical Engineering|Business|Engineering|Health Sciences|Performing Arts,,Agriculture|Art|Education|Architecture|Biomedical Engineering|Business|Engineering|Health Sciences|Performing Arts,9,9,https://www.clemson.edu/academics,DRY_RUN
cleveland-community-college,Cleveland Community College,Education,English|Health Sciences,,Education|English|Health Sciences,3,3,https://clevelandcc.edu/academics,DRY_RUN
coastal-carolina-university,Coastal Carolina University,Education,Art|Computer Science|Finance|Management|Music|Nursing|Physical Therapy|Political Science,Agriculture|Biomedical Sciences|Cybersecurity|Engineering|Health Sciences|Public Health|Sport Management|Statistics,Education|Art|Computer Science|Finance|Management|Music|Nursing|Physical Therapy|Political Science,17,9,https://www.coastal.edu,DRY_RUN
coe-college,Coe College,Art|Business|Education|Engineering|History|Management|Mathematics,Accounting|Actuarial Science|Architecture|Art History|Biochemistry|Biology|Chemistry|Computer Science|Criminal Justice|Data Science|Economics|English|Environmental Science|Film Studies|Finance|Kinesiology|Marketing|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Med|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Public Health|Public Relations|Religion|Sociology|Sports Management,Athletic Training|Graphic Design|Health Sciences|International Business|Performing Arts,Art|Business|Education|Engineering|History|Management|Mathematics|Accounting|Actuarial Science|Architecture|Art History|Biochemistry|Biology|Chemistry|Computer Science|Criminal Justice|Data Science|Economics|English|Environmental Science|Film Studies|Finance|Kinesiology|Marketing|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Med|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Public Health|Public Relations|Religion|Sociology|Sports Management,46,41,https://www.coe.edu/academics,DRY_RUN
coker-university,Coker University,Art|Biology|Business|Cybersecurity|Data Analytics|Education|Information Technology|Marketing|Music|Nursing|Psychology|Public Administration|Public Health|Public Relations|Sociology,Accounting|Actuarial Science|Agriculture|Business Analytics|Criminal Justice|English|Entrepreneurship|Environmental Science|Exercise Science|Graphic Design|Health Sciences|History|Management|Nutrition|Political Science,Philosophy,Art|Biology|Business|Cybersecurity|Data Analytics|Education|Information Technology|Marketing|Music|Nursing|Psychology|Public Administration|Public Health|Public Relations|Sociology|Accounting|Actuarial Science|Agriculture|Business Analytics|Criminal Justice|English|Entrepreneurship|Environmental Science|Exercise Science|Graphic Design|Health Sciences|History|Management|Nutrition|Political Science,31,30,https://www.coker.edu/programs,DRY_RUN
colby-college,Colby College,,,,,0,0,,DRY_RUN
colby-sawyer-college,Colby-Sawyer College,Art|Education,Business|Health Sciences|History|Management|Nursing|Psychology,,Art|Education|Business|Health Sciences|History|Management|Nursing|Psychology,8,8,https://www.colby-sawyer.edu/academics,DRY_RUN
college-of-charleston,College of Charleston,,Education|Management|Music|Physics,,Education|Management|Music|Physics,4,4,https://www.cofc.edu,DRY_RUN
college-of-saint-benedict,College of Saint Benedict,Accounting|Art|Biology|Business|Chemistry|Computer Science|Data Analytics|Data Science|Economics|Education|Engineering|English|Entrepreneurship|Finance|History|Mathematics|Music|Neuroscience|Nursing|Nutrition|Philosophy|Physics|Political Science|Psychology|Sociology|Theater,Art History|Athletic Training|Biochemistry|Exercise Science|Literature|Management|Marketing|Occupational Therapy|Physical Therapy|Public Health|Public Relations,,Accounting|Art|Biology|Business|Chemistry|Computer Science|Data Analytics|Data Science|Economics|Education|Engineering|English|Entrepreneurship|Finance|History|Mathematics|Music|Neuroscience|Nursing|Nutrition|Philosophy|Physics|Political Science|Psychology|Sociology|Theater|Art History|Athletic Training|Biochemistry|Exercise Science|Literature|Management|Marketing|Occupational Therapy|Physical Therapy|Public Health|Public Relations,37,37,https://www.csbsju.edu/majors,DRY_RUN
college-of-the-holy-cross,College of the Holy Cross,,Art|Education|Religion,,Art|Education|Religion,3,3,https://www.holycross.edu/academics,DRY_RUN
colorado-college,Colorado College,,,,,0,0,,DRY_RUN
colorado-state-university,Colorado State University,Education|Engineering,Biomedical Engineering|Biomedical Sciences|Business|Philosophy,Public Health|Social Work,Education|Engineering|Biomedical Engineering|Biomedical Sciences|Business|Philosophy,8,6,https://www.colostate.edu/academics,DRY_RUN
columbia-university,Columbia University,,,,,0,0,,DRY_RUN
concordia-college-moorhead,"Concordia College, Moorhead",,Art|Business|Education|Music|Nursing,Business Analytics|International Business|Nutrition|Social Work,Art|Business|Education|Music|Nursing,9,5,https://www.concordiacollege.edu/academics,DRY_RUN
concordia-university-chicago,Concordia University Chicago,Education|Music,English,Visual Arts,Education|Music|English,4,3,https://www.cuchicago.edu/academics,DRY_RUN
concordia-university-texas,Concordia University Texas,Business|Computer Science|Education,Communications|History|Music|Nursing|Pre-Law,Health Sciences,Business|Computer Science|Education|Communications|History|Music|Nursing|Pre-Law,9,8,https://www.concordia.edu/academics,DRY_RUN
concordia-university-wisconsin,Concordia University Wisconsin,Business|Computer Science|Education|Engineering|English|Finance|Language Arts|Management|Marketing|Mathematics|Music|Nursing|Philosophy|Public Health|Social Work,Accounting|Actuarial Science|Architecture|Art|Athletic Training|Biology|Business Analytics|Chemistry|Communications|Data Science|Economics|Entrepreneurship|Environmental Science|Exercise Science|History|Industrial Engineering|Information Systems|Mechanical Engineering|Occupational Therapy|Physical Therapy|Pre-Law|Pre-Pharmacy|Psychology|Public Relations,Digital Media|Public Administration,Business|Computer Science|Education|Engineering|English|Finance|Language Arts|Management|Marketing|Mathematics|Music|Nursing|Philosophy|Public Health|Social Work|Accounting|Actuarial Science|Architecture|Art|Athletic Training|Biology|Business Analytics|Chemistry|Communications|Data Science|Economics|Entrepreneurship|Environmental Science|Exercise Science|History|Industrial Engineering|Information Systems|Mechanical Engineering|Occupational Therapy|Physical Therapy|Pre-Law|Pre-Pharmacy|Psychology|Public Relations,41,39,https://www.cuw.edu/academics,DRY_RUN
connecticut-college,Connecticut College,,Business|Education,Human Resources,Business|Education,3,2,https://www.conncoll.edu/academics,DRY_RUN
cornell-college,Cornell College,,,,,0,0,,DRY_RUN
cornell-university,Cornell University,Art|Education,Cybersecurity,,Art|Education|Cybersecurity,3,3,https://www.cornell.edu,DRY_RUN
covenant-college,Covenant College,Art|Art History|Biology|Business|Chemistry|Computer Science|Economics|Education|Engineering|English|Entrepreneurship|History|Journalism|Management|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Nursing|Psychology|Sociology|Sport Management,Accounting|Biochemistry|Finance|Graphic Design|Literature|Marketing|Pre-Med|Pre-Physical Therapy|Social Work,,Art|Art History|Biology|Business|Chemistry|Computer Science|Economics|Education|Engineering|English|Entrepreneurship|History|Journalism|Management|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Nursing|Psychology|Sociology|Sport Management|Accounting|Biochemistry|Finance|Graphic Design|Literature|Marketing|Pre-Med|Pre-Physical Therapy|Social Work,36,36,https://www.covenant.edu/academics,DRY_RUN
creighton-university,Creighton University,Business|Education|Nursing,Art|Communications|Finance|Health Sciences|History|Management|Marketing,,Business|Education|Nursing|Art|Communications|Finance|Health Sciences|History|Management|Marketing,10,10,https://www.creighton.edu/academics,DRY_RUN
curry-college,Curry College,Business|Education,Accounting|Criminal Justice|Health Sciences|Human Resources|Nursing,,Business|Education|Accounting|Criminal Justice|Health Sciences|Human Resources|Nursing,7,7,https://www.curry.edu/academics,DRY_RUN
dallas-baptist-university,Dallas Baptist University,Education|History,Business|Nursing|Pre-Law|Pre-Nursing,Information Technology|Mathematics,Education|History|Business|Nursing|Pre-Law|Pre-Nursing,8,6,https://www.dbu.edu/academics,DRY_RUN
dartmouth-college,Dartmouth College,Business|Education|Engineering,Art|Computer Science|Economics,Biology,Business|Education|Engineering|Art|Computer Science|Economics,7,6,https://home.dartmouth.edu/academics,DRY_RUN
davidson-college,Davidson College,,Art|Education,,Art|Education,2,2,https://www.davidson.edu,DRY_RUN
depaul-university,DePaul University,Education,Business|Statistics,Digital Media,Education|Business|Statistics,4,3,https://www.depaul.edu,DRY_RUN
depauw-university,DePauw University,,Business|Education|Music,Performing Arts,Business|Education|Music,4,3,https://www.depauw.edu/academics,DRY_RUN
desales-university,DeSales University,Business|Criminal Justice|Data Analytics|Education|Management|Marketing|Nursing,Accounting|Art|Biochemistry|Biology|Business Analytics|Chemistry|Computer Science|Economics|English|Environmental Science|Exercise Physiology|Finance|History|Human Resources|International Business|Journalism|Mathematics|Media Studies|Music|Neuroscience|Performing Arts|Philosophy|Physical Therapy|Political Science|Pre-Law|Psychology|Sport Management,Information Systems,Business|Criminal Justice|Data Analytics|Education|Management|Marketing|Nursing|Accounting|Art|Biochemistry|Biology|Business Analytics|Chemistry|Computer Science|Economics|English|Environmental Science|Exercise Physiology|Finance|History|Human Resources|International Business|Journalism|Mathematics|Media Studies|Music|Neuroscience|Performing Arts|Philosophy|Physical Therapy|Political Science|Pre-Law|Psychology|Sport Management,35,34,https://www.desales.edu/majors,DRY_RUN
dean-college,Dean College,Biology|Business|Education|Exercise Science|History|Management,Accounting|Communications|Criminal Justice|Cybersecurity|Data Science|English|Finance|Hospitality|Hospitality Management|Human Services|Marketing|Neuroscience|Physical Therapy|Pre-Law|Pre-Physical Therapy|Psychology|Public Health|Sociology|Sport Management,Athletic Training,Biology|Business|Education|Exercise Science|History|Management|Accounting|Communications|Criminal Justice|Cybersecurity|Data Science|English|Finance|Hospitality|Hospitality Management|Human Services|Marketing|Neuroscience|Physical Therapy|Pre-Law|Pre-Physical Therapy|Psychology|Public Health|Sociology|Sport Management,26,25,https://www.dean.edu/majors,DRY_RUN
delaware-state-university,Delaware State University,Accounting|Agriculture|Business|Communications|Education|History|Management|Neuroscience,Criminal Justice|English|Human Resources|Information Technology|Marketing|Nursing|Physics|Psychology|Public Health|Social Work|Sport Management,Finance,Accounting|Agriculture|Business|Communications|Education|History|Management|Neuroscience|Criminal Justice|English|Human Resources|Information Technology|Marketing|Nursing|Physics|Psychology|Public Health|Social Work|Sport Management,20,19,https://www.desu.edu/academics,DRY_RUN
denison-university,Denison University,Actuarial Science|Business|Education|Engineering|Finance|Marketing|Pre-Law,Communications|Economics|Entrepreneurship|Journalism|Mathematics|Performing Arts|Pre-Med|Public Health|Statistics,Data Analytics|Nursing|Occupational Therapy|Physical Therapy|Public Relations,Actuarial Science|Business|Education|Engineering|Finance|Marketing|Pre-Law|Communications|Economics|Entrepreneurship|Journalism|Mathematics|Performing Arts|Pre-Med|Public Health|Statistics,21,16,https://www.denison.edu/academics,DRY_RUN
dickinson-college,Dickinson College,,Art|Biology|Business|Economics|Education|Engineering|History|International Business|Management|Music,Art History|Biochemistry|Chemistry|Computer Science|Data Analytics|Environmental Science|Finance|Journalism|Mathematics|Media Studies|Neuroscience|Philosophy|Physics|Political Science|Pre-Law|Psychology|Sociology,Art|Biology|Business|Economics|Education|Engineering|History|International Business|Management|Music,27,10,https://www.dickinson.edu/majors,DRY_RUN
dominican-university-illinois,Dominican University (Illinois),Education,Business,Health Sciences|Information Technology|Nursing|Philosophy|Social Work,Education|Business,7,2,https://www.dom.edu/academics,DRY_RUN
drew-university,Drew University,Art|Business|Education|Finance|History|Religion,Accounting|Biology|Chemistry|Communications|Data Science|Economics|Human Resources|Management|Music|Physics,Psychology|Statistics,Art|Business|Education|Finance|History|Religion|Accounting|Biology|Chemistry|Communications|Data Science|Economics|Human Resources|Management|Music|Physics,18,16,https://www.drew.edu/academics,DRY_RUN
duke-university,Duke University,Business|Education|Engineering|Nursing,Art|Entrepreneurship|Music|Philosophy,Human Resources|Information Technology,Business|Education|Engineering|Nursing|Art|Entrepreneurship|Music|Philosophy,10,8,https://www.duke.edu/academics,DRY_RUN
earlham-college,Earlham College,Education|Religion,Entrepreneurship|History|Human Resources|Marketing,Psychology,Education|Religion|Entrepreneurship|History|Human Resources|Marketing,7,6,https://www.earlham.edu/academics,DRY_RUN
east-carolina-university,East Carolina University,,,,,0,0,,DRY_RUN
east-tennessee-state-university,East Tennessee State University,Hospitality,Business|Education|Management,Health Sciences,Hospitality|Business|Education|Management,5,4,https://www.etsu.edu,DRY_RUN
east-texas-am-university,East Texas A&M University,Art|Education,Agriculture|Biology|Business|Chemistry|Criminal Justice|Engineering|Health Sciences|History|Human Services|Music|Nursing|Psychology,Physics|Public Health,Art|Education|Agriculture|Biology|Business|Chemistry|Criminal Justice|Engineering|Health Sciences|History|Human Services|Music|Nursing|Psychology,16,14,https://www.tamuc.edu/academics,DRY_RUN
east-texas-baptist-university,East Texas Baptist University,Business|Education|Nursing,Biology|Chemistry|History|Literature|Mathematics|Performing Arts|Religion,Human Resources|Kinesiology|Political Science,Business|Education|Nursing|Biology|Chemistry|History|Literature|Mathematics|Performing Arts|Religion,13,10,https://www.etbu.edu/academics,DRY_RUN
eastern-connecticut-state-university,Eastern Connecticut State University,Education,Accounting|Management|Psychology,,Education|Accounting|Management|Psychology,4,4,https://www.easternct.edu/academics,DRY_RUN
eastern-illinois-university,Eastern Illinois University,Education|Human Services,Art|Business|History|Journalism,Biochemistry|Chemistry|Computer Science|Economics|Kinesiology|Mathematics|Nursing|Nutrition|Philosophy|Physics|Political Science|Psychology|Public Health|Sociology,Education|Human Services|Art|Business|History|Journalism,20,6,https://www.eiu.edu/academics,DRY_RUN
eastern-kentucky-university,Eastern Kentucky University,Agriculture|Business|Education|Engineering|English|History|Nursing|Philosophy|Sociology|Statistics,Accounting|Art|Emergency Management|Finance|Health Sciences|Information Technology|Management|Mathematics|Music|Occupational Therapy|Physics|Political Science|Public Relations|Theater,Chemistry|Computer Science|Forensic Science|Psychology|Public Health|Social Work,Agriculture|Business|Education|Engineering|English|History|Nursing|Philosophy|Sociology|Statistics|Accounting|Art|Emergency Management|Finance|Health Sciences|Information Technology|Management|Mathematics|Music|Occupational Therapy|Physics|Political Science|Public Relations|Theater,30,24,https://www.eku.edu/academics,DRY_RUN
eastern-mennonite-university,Eastern Mennonite University,,Art|Education,,Art|Education,2,2,https://www.emu.edu/academics,DRY_RUN
eastern-michigan-university,Eastern Michigan University,,,,,0,0,,DRY_RUN
eastern-university,Eastern University,Accounting|Art|Athletic Training|Biochemistry|Biology|Business|Chemistry|Computer Science|Criminal Justice|Data Analytics|Data Science|Economics|Education|Engineering|English|Environmental Science|Exercise Science|Finance|Health Sciences|History|Journalism|Literature|Management|Marketing|Mathematics|Music|Nursing|Occupational Therapy|Performing Arts|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Med|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Religion|Social Work|Sociology,Actuarial Science|Biotechnology|Communications|International Relations|Pre-Vet|Public Administration|Statistics|Theater,Public Relations,Accounting|Art|Athletic Training|Biochemistry|Biology|Business|Chemistry|Computer Science|Criminal Justice|Data Analytics|Data Science|Economics|Education|Engineering|English|Environmental Science|Exercise Science|Finance|Health Sciences|History|Journalism|Literature|Management|Marketing|Mathematics|Music|Nursing|Occupational Therapy|Performing Arts|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Med|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Religion|Social Work|Sociology|Actuarial Science|Biotechnology|Communications|International Relations|Pre-Vet|Public Administration|Statistics|Theater,50,49,https://www.eastern.edu/majors,DRY_RUN
edgewood-university,Edgewood University,Business|Education,Art|Nursing,Communications|Health Sciences,Business|Education|Art|Nursing,6,4,https://www.edgewood.edu/academics,DRY_RUN
elizabethtown-college,Elizabethtown College,Education,Mathematics|Psychology,,Education|Mathematics|Psychology,3,3,https://www.etown.edu,DRY_RUN
elmhurst-university,Elmhurst University,,Data Science|Education|Nursing,,Data Science|Education|Nursing,3,3,https://public.elmhurst.edu/academics,DRY_RUN
elmira-college,Elmira College,Education,Business|History,Biology,Education|Business|History,4,3,https://www.elmira.edu/academics,DRY_RUN
elms-college,Elms College,Business|Education|Mathematics|Nursing|Social Work,Biology|Biomedical Sciences|Chemistry|Computer Science|Criminal Justice|Entrepreneurship|Literature|Management|Music|Pre-Med|Psychology|Religion,,Business|Education|Mathematics|Nursing|Social Work|Biology|Biomedical Sciences|Chemistry|Computer Science|Criminal Justice|Entrepreneurship|Literature|Management|Music|Pre-Med|Psychology|Religion,17,17,https://www.elms.edu/academics,DRY_RUN
elon-university,Elon University,Education,Business|Health Sciences,Communications|Entrepreneurship|Human Resources,Education|Business|Health Sciences,6,3,https://www.elon.edu/academics,DRY_RUN
