slug,collegeName,highConfidenceAreas,mediumConfidenceAreas,lowConfidenceAreas,writeAreas,matchedCount,writeCount,sourceUrl,writeStatus
capital-university,Capital University,Art|Education,Athletic Training|Biochemistry|Business|Chemistry|Computer Science|Economics|English|Environmental Science|History|Mathematics|Music|Nursing|Philosophy|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Public Relations|Religion|Social Work|Sociology,Occupational Therapy|Physical Therapy,Art|Education|Athletic Training|Biochemistry|Business|Chemistry|Computer Science|Economics|English|Environmental Science|History|Mathematics|Music|Nursing|Philosophy|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Public Relations|Religion|Social Work|Sociology,26,24,https://www.capital.edu/academics,WRITTEN
carleton-college,Carleton College,,Art|Art History|Education|History|Music|Statistics,Biochemistry|Biology|Chemistry|Computer Science|Data Science|Economics|Engineering|International Relations|Mathematics|Media Studies|Neuroscience|Philosophy|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Sociology|Theater,Art|Art History|Education|History|Music|Statistics,25,6,https://www.carleton.edu/academics,WRITTEN
carlow-university,Carlow University,Accounting|Art|Biology|Business|Criminal Justice|Data Analytics|Education|English|Health Sciences|History|Management|Neuroscience|Nursing|Occupational Therapy|Psychology|Social Work,Art History|Business Analytics|Chemistry|Communications|Computer Science|Cybersecurity|Digital Media|Economics|Environmental Science|Exercise Science|Information Technology|Marketing|Mathematics|Philosophy|Physical Therapy|Pre-Law|Pre-Physical Therapy|Respiratory Therapy|Sports Management,Graphic Design|Human Resources,Accounting|Art|Biology|Business|Criminal Justice|Data Analytics|Education|English|Health Sciences|History|Management|Neuroscience|Nursing|Occupational Therapy|Psychology|Social Work|Art History|Business Analytics|Chemistry|Communications|Computer Science|Cybersecurity|Digital Media|Economics|Environmental Science|Exercise Science|Information Technology|Marketing|Mathematics|Philosophy|Physical Therapy|Pre-Law|Pre-Physical Therapy|Respiratory Therapy|Sports Management,37,35,https://www.carlow.edu/academics,WRITTEN
carroll-university-wisconsin,Carroll University (Wisconsin),Business|Education|Health Sciences|Nursing,Biology|Engineering|Exercise Science|Human Services|Physical Therapy|Psychology,,Business|Education|Health Sciences|Nursing|Biology|Engineering|Exercise Science|Human Services|Physical Therapy|Psychology,10,10,https://www.carrollu.edu/academics,WRITTEN
carson-newman-university,Carson-Newman University,Business|Education|Nursing,Information Technology|Marketing,Communications,Business|Education|Nursing|Information Technology|Marketing,6,5,https://www.cn.edu/academics/programs,WRITTEN
carthage-college,Carthage College,,Athletic Training|Business|Education|Engineering|Management|Music|Nursing|Sports Management,,Athletic Training|Business|Education|Engineering|Management|Music|Nursing|Sports Management,8,8,https://www.carthage.edu/academics,WRITTEN
case-western-reserve-university,Case Western Reserve University,Education|Engineering|Management|Nursing|Social Work,Music|Psychology,Biomedical Engineering|Computer Science|Mathematics,Education|Engineering|Management|Nursing|Social Work|Music|Psychology,10,7,https://www.case.edu/academics,WRITTEN
catawba-college,Catawba College,,Business|Exercise Science|Pre-Med,,Business|Exercise Science|Pre-Med,3,3,https://www.catawba.edu/academics,WRITTEN
catholic-university,Catholic University,,Architecture|Business|Engineering|Nursing|Philosophy|Social Work|Visual Arts,,Architecture|Business|Engineering|Nursing|Philosophy|Social Work|Visual Arts,7,7,https://www.catholic.edu/academics,WRITTEN
centenary-college-louisiana,Centenary College (Louisiana),Art|Business|History|Management|Music,Accounting|Art History|Biochemistry|Biology|Chemistry|Education|Health Sciences|Kinesiology|Mathematics|Neuroscience|Nursing|Public Health,Computer Science|Economics|Engineering|Philosophy|Physics|Political Science|Pre-Dentistry|Pre-Law|Pre-Nursing|Pre-Pharmacy|Pre-Veterinary Medicine|Psychology|Sociology|Sport Management,Art|Business|History|Management|Music|Accounting|Art History|Biochemistry|Biology|Chemistry|Education|Health Sciences|Kinesiology|Mathematics|Neuroscience|Nursing|Public Health,31,17,https://www.centenary.edu/majors,WRITTEN
centenary-university-new-jersey,Centenary University (New Jersey),Business|Education,Entrepreneurship|Human Resources|Statistics,Communications|Finance,Business|Education|Entrepreneurship|Human Resources|Statistics,7,5,https://www.centenaryuniversity.edu/degrees,WRITTEN
central-college-iowa,Central College (Iowa),Athletic Training|Business|Data Science|Education|Management,Accounting|Actuarial Science|Art|Biochemistry|Biology|Business Analytics|Chemistry|Communications|Computer Science|Criminal Justice|Economics|Engineering|English|Entrepreneurship|Environmental Science|Exercise Science|Finance|History|Information Systems|International Business|Marketing|Music|Nursing|Occupational Therapy|Philosophy|Physics|Political Science|Psychology|Public Health|Strength & Conditioning,Kinesiology|Mathematics|Physical Therapy|Sociology|Sports Management,Athletic Training|Business|Data Science|Education|Management|Accounting|Actuarial Science|Art|Biochemistry|Biology|Business Analytics|Chemistry|Communications|Computer Science|Criminal Justice|Economics|Engineering|English|Entrepreneurship|Environmental Science|Exercise Science|Finance|History|Information Systems|International Business|Marketing|Music|Nursing|Occupational Therapy|Philosophy|Physics|Political Science|Psychology|Public Health|Strength & Conditioning,40,35,https://www.central.edu/academics,WRITTEN
central-connecticut-state-university,Central Connecticut State University,Accounting|Art|Biochemistry|Biology|Business|Chemistry|Computer Science|Construction Management|Criminal Justice|Cybersecurity|Data Science|Economics|Education|Engineering|English|Exercise Science|Finance|History|Information Systems|Information Technology|Journalism|Language Arts|Management|Marketing|Mathematics|Media Studies|Music|Nursing|Philosophy|Physics|Political Science|Social Work|Sociology|Software Engineering|Statistics,Actuarial Science|Art History|Athletic Training|Business Analytics|Civil Engineering|Computer Engineering|Electrical Engineering|Entrepreneurship|Hospitality|Mechanical Engineering|Psychology|Public Relations|Supply Chain & Logistics,,Accounting|Art|Biochemistry|Biology|Business|Chemistry|Computer Science|Construction Management|Criminal Justice|Cybersecurity|Data Science|Economics|Education|Engineering|English|Exercise Science|Finance|History|Information Systems|Information Technology|Journalism|Language Arts|Management|Marketing|Mathematics|Media Studies|Music|Nursing|Philosophy|Physics|Political Science|Social Work|Sociology|Software Engineering|Statistics|Actuarial Science|Art History|Athletic Training|Business Analytics|Civil Engineering|Computer Engineering|Electrical Engineering|Entrepreneurship|Hospitality|Mechanical Engineering|Psychology|Public Relations|Supply Chain & Logistics,48,48,https://www.ccsu.edu/programs,WRITTEN
central-michigan-university,Central Michigan University,,Education|Engineering|Public Relations,Emergency Management|Human Resources|Political Science,Education|Engineering|Public Relations,6,3,https://www.cmich.edu,WRITTEN
centre-college,Centre College,Art|Biology|Engineering|History|Physics|Sociology,Art History|Biochemistry|Business|Chemistry|Computer Science|Data Science|Economics|Education|English|Film Studies|Finance|Marketing|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Pre-Dentistry|Pre-Law|Pre-Med|Pre-Nursing|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Religion|Social Work|Statistics,,Art|Biology|Engineering|History|Physics|Sociology|Art History|Biochemistry|Business|Chemistry|Computer Science|Data Science|Economics|Education|English|Film Studies|Finance|Marketing|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Pre-Dentistry|Pre-Law|Pre-Med|Pre-Nursing|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Religion|Social Work|Statistics,34,34,https://www.centre.edu/majors,WRITTEN
chapman-university,Chapman University,Art|Business|Economics|Education|Engineering|History,Accounting|Computer Engineering|Computer Science|Electrical Engineering|English|Media Studies|Music|Performing Arts|Psychology,Art History|Biochemistry|Biology|Chemistry|Data Science|Entrepreneurship|Environmental Science|Graphic Design|Health Sciences|Journalism|Mathematics|Philosophy|Physical Therapy|Physics|Political Science|Public Relations|Sociology|Software Engineering,Art|Business|Economics|Education|Engineering|History|Accounting|Computer Engineering|Computer Science|Electrical Engineering|English|Media Studies|Music|Performing Arts|Psychology,33,15,https://www.chapman.edu/academics,WRITTEN
charleston-southern-university,Charleston Southern University,Business,Accounting|Art|Athletic Training|Biochemistry|Biology|Chemistry|Computer Science|Criminal Justice|Cybersecurity|Education|Engineering|English|Entrepreneurship|Graphic Design|Health Sciences|History|Hospitality|Human Resources|Journalism|Kinesiology|Management|Marketing|Mathematics|Music|Nursing|Philosophy|Physics|Psychology|Public Relations|Sociology,Business Analytics|Information Technology|Performing Arts|Physical Therapy|Political Science|Pre-Law|Public Health|Sport Management,Business|Accounting|Art|Athletic Training|Biochemistry|Biology|Chemistry|Computer Science|Criminal Justice|Cybersecurity|Education|Engineering|English|Entrepreneurship|Graphic Design|Health Sciences|History|Hospitality|Human Resources|Journalism|Kinesiology|Management|Marketing|Mathematics|Music|Nursing|Philosophy|Physics|Psychology|Public Relations|Sociology,39,31,https://www.charlestonsouthern.edu/academics,WRITTEN
chatham-university,Chatham University,,Business|Chemistry|Exercise Science|Health Sciences,,Business|Chemistry|Exercise Science|Health Sciences,4,4,https://www.chatham.edu/academics,WRITTEN
christopher-newport-university,Christopher Newport University,Art|Business|Engineering|Philosophy,Accounting|Computer Science|History|Mathematics|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Religion|Social Work|Sociology,Art History|Biochemistry|Biology|Chemistry|Computer Engineering|Cybersecurity|Data Analytics|Data Science|Economics|Electrical Engineering|Environmental Science|Film Studies|Finance|Forensic Science|Graphic Design|Journalism|Kinesiology|Literature|Neuroscience|Nursing,Art|Business|Engineering|Philosophy|Accounting|Computer Science|History|Mathematics|Physics|Political Science|Pre-Law|Pre-Med|Psychology|Religion|Social Work|Sociology,36,16,https://www.cnu.edu/majors,WRITTEN
claremont-mckenna-harvey-mudd-scripps-colleges,Claremont McKenna-Harvey Mudd-Scripps Colleges,Business|Education|History,Economics|Entrepreneurship|Finance|Literature|Philosophy,,Business|Education|History|Economics|Entrepreneurship|Finance|Literature|Philosophy,8,8,https://www.claremontmckenna.edu/academics,WRITTEN
clarkson-university,Clarkson University,Business|Education,Art|Engineering,Chemistry|Human Resources|Information Technology,Business|Education|Art|Engineering,7,4,https://www.clarkson.edu/academics,WRITTEN
clemson-university,Clemson University,Agriculture|Art|Education,Architecture|Biomedical Engineering|Business|Engineering|Health Sciences|Performing Arts,,Agriculture|Art|Education|Architecture|Biomedical Engineering|Business|Engineering|Health Sciences|Performing Arts,9,9,https://www.clemson.edu/academics,WRITTEN
cleveland-community-college,Cleveland Community College,Education,English|Health Sciences,,Education|English|Health Sciences,3,3,https://clevelandcc.edu/academics,WRITTEN
coastal-carolina-university,Coastal Carolina University,Education,Art|Computer Science|Finance|Management|Music|Nursing|Physical Therapy|Political Science,Agriculture|Biomedical Sciences|Cybersecurity|Engineering|Health Sciences|Public Health|Sport Management|Statistics,Education|Art|Computer Science|Finance|Management|Music|Nursing|Physical Therapy|Political Science,17,9,https://www.coastal.edu,WRITTEN
coe-college,Coe College,Art|Business|Education|Engineering|History|Management|Mathematics,Accounting|Actuarial Science|Architecture|Art History|Biochemistry|Biology|Chemistry|Computer Science|Criminal Justice|Data Science|Economics|English|Environmental Science|Film Studies|Finance|Kinesiology|Marketing|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Med|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Public Health|Public Relations|Religion|Sociology|Sports Management,Athletic Training|Graphic Design|Health Sciences|International Business|Performing Arts,Art|Business|Education|Engineering|History|Management|Mathematics|Accounting|Actuarial Science|Architecture|Art History|Biochemistry|Biology|Chemistry|Computer Science|Criminal Justice|Data Science|Economics|English|Environmental Science|Film Studies|Finance|Kinesiology|Marketing|Music|Neuroscience|Nursing|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Med|Pre-Pharmacy|Pre-Physical Therapy|Psychology|Public Health|Public Relations|Religion|Sociology|Sports Management,46,41,https://www.coe.edu/academics,WRITTEN
